ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
621244773,Photo,Redhead,Aythya americana,,,Denis Rivard,2024-05-19,2024,5,19,1025,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",46.1448539,-72.7305483,"",,Unspecified,false,false,,,,,,,S175630035,"",,,,,Aythya americana,redhea,Species,667,,5.00,2,,1688,3000
621244269,Photo,Redhead,Aythya americana,,,Denis Rivard,2024-05-19,2024,5,19,1025,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",46.1448539,-72.7305483,"",,Unspecified,false,false,,,,,,,S175630035,"",,,,,Aythya americana,redhea,Species,667,,5.00,2,,1687,3000
621243885,Photo,Northern Shoveler,Spatula clypeata,,,Denis Rivard,2024-05-19,2024,5,19,1025,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",46.1448539,-72.7305483,"",,Unspecified,false,false,,,,,,,S175630035,"",,,,,Spatula clypeata,norsho,Species,501,,5.00,2,,1687,3000
620783647,Photo,Song Sparrow,Melospiza melodia,,,Denis Rivard,2024-05-19,2024,5,19,1025,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",46.1448539,-72.7305483,"",,Unspecified,false,false,,,,,,,S175630035,"",,,,,Melospiza melodia,sonspa,Species,33277,,.00,0,,1688,3000
620783396,Photo,Gadwall,Mareca strepera,,,Denis Rivard,2024-05-19,2024,5,19,1025,Canada,CA-QC-NY,Quebec,Nicolet-Yamaska,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",46.1448539,-72.7305483,"",,Unspecified,false,false,,,,,,,S175630035,"",,,,,Mareca strepera,gadwal,Species,505,,4.50,2,,1688,3000
619091086,Photo,Hooded Warbler,Setophaga citrina,,,Denis Rivard,2024-05-08,2024,5,8,1509,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S172884273,"",,,,,Setophaga citrina,hoowar,Species,34057,,.00,0,,1688,3000
619090754,Photo,Wood Thrush,Hylocichla mustelina,,,Denis Rivard,2024-05-08,2024,5,8,1040,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172834825,"",,,,,Hylocichla mustelina,woothr,Species,28347,,4.50,2,,1688,3000
619090297,Photo,Blackpoll Warbler,Setophaga striata,,,Denis Rivard,2024-05-08,2024,5,8,1040,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172834825,"",,,,,Setophaga striata,bkpwar,Species,34138,,2.00,1,,1687,3000
619089948,Photo,Little Gull,Hydrocoloeus minutus,,,Denis Rivard,2024-05-08,2024,5,8,819,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,Immature – 1,,Unspecified,false,false,,,,,,,S172834878,"",,,1st winter plumage.,Photo.,Hydrocoloeus minutus,litgul,Species,6447,,3.00,1,,1688,3000
619088257,Photo,Orchard Oriole,Icterus spurius,,,Denis Rivard,2024-05-08,2024,5,8,722,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,Immature Male – 1,,Unspecified,false,false,,,,,,,S172765260,"",,,First spring male.,,Icterus spurius,orcori,Species,33679,,.00,0,,1688,3000
619087860,Photo,Orchard Oriole,Icterus spurius,,,Denis Rivard,2024-05-08,2024,5,8,722,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"Adult Male – 1; Immature Male – 1",,Unspecified,false,false,,,,,,,S172765260,"",,,1st spring male and one adult breeding  male.,,Icterus spurius,orcori,Species,33679,,.00,0,,1688,3000
619087511,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Denis Rivard,2024-05-07,2024,5,7,1804,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172701179,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,3.50,2,,1688,3000
619087316,Photo,Eastern Kingbird,Tyrannus tyrannus,,,Denis Rivard,2024-05-07,2024,5,7,1804,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172701179,"",,,,,Tyrannus tyrannus,easkin,Species,17472,,.00,0,,1688,3000
619086984,Photo,Dunlin,Calidris alpina,,,Denis Rivard,2024-05-07,2024,5,7,1804,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172701179,"",,,,,Calidris alpina,dunlin,Species,6192,,.00,0,,1688,3000
619086082,Photo,Yellow-bellied Sapsucker,Sphyrapicus varius,,,Denis Rivard,2024-05-07,2024,5,7,1149,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172641609,"",,,,,Sphyrapicus varius,yebsap,Species,11126,,4.50,2,,1688,3000
619085634,Photo,Golden-winged Warbler,Vermivora chrysoptera,,,Denis Rivard,2024-05-07,2024,5,7,1149,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172641609,"",,,,,Vermivora chrysoptera,gowwar,Species,33956,,5.00,1,,1688,3000
619085309,Photo,Blue-gray Gnatcatcher,Polioptila caerulea,,,Denis Rivard,2024-05-07,2024,5,7,926,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S172641823,"",,,,Nesting,Polioptila caerulea,buggna,Species,27123,,.00,0,,1688,3000
619085083,Photo,Northern Flicker,Colaptes auratus,,,Denis Rivard,2024-05-07,2024,5,7,926,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S172641823,"",,,,Mating,Colaptes auratus,norfli,Species,11900,,5.00,1,,1687,3000
619084908,Photo,American Bittern,Botaurus lentiginosus,,,Denis Rivard,2024-05-07,2024,5,7,926,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S172641823,"",,,,,Botaurus lentiginosus,amebit,Species,7560,,.00,0,,1688,3000
619084618,Photo,Ovenbird,Seiurus aurocapilla,,,Denis Rivard,2024-05-07,2024,5,7,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172585348,"",,,,,Seiurus aurocapilla,ovenbi1,Species,33946,,2.50,2,,1688,3000
619078109,Photo,Great Blue Heron,Ardea herodias,,,Denis Rivard,2024-05-06,2024,5,6,1514,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172490893,"",,,,,Ardea herodias,grbher3,Species,7753,,.00,0,,1687,3000
619077955,Photo,Mute Swan,Cygnus olor,,,Denis Rivard,2024-05-06,2024,5,6,1514,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172490893,"",,,,,Cygnus olor,mutswa,Species,377,,.00,0,,1688,3000
619077756,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2024-05-06,2024,5,6,1514,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S172490893,"",,,,,Dumetella carolinensis,grycat,Species,28000,,.00,0,,1688,3000
619077524,Photo,Scarlet Tanager,Piranga olivacea,,,Denis Rivard,2024-05-05,2024,5,5,1117,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172297263,"",,,,,Piranga olivacea,scatan,Species,34436,,.00,0,,1687,3000
619077455,Photo,Golden-winged Warbler,Vermivora chrysoptera,,,Denis Rivard,2024-05-05,2024,5,5,1117,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172297263,"",,,,,Vermivora chrysoptera,gowwar,Species,33956,,3.00,1,,1688,3000
619077284,Photo,Cape May Warbler,Setophaga tigrina,,,Denis Rivard,2024-05-05,2024,5,5,1117,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172297263,"",,,,,Setophaga tigrina,camwar,Species,34060,,.00,0,,1688,3000
619047250,Photo,Swamp Sparrow,Melospiza georgiana,,,Denis Rivard,2024-05-05,2024,5,5,754,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S172135979,"",,,,,Melospiza georgiana,swaspa,Species,33315,,3.50,2,,1688,3000
619046713,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Denis Rivard,2024-05-05,2024,5,5,754,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S172135979,"",,,,,Passerculus sandwichensis,savspa,Species,33244,,.00,0,,1688,3000
619043770,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2024-05-05,2024,5,5,754,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S172135979,"",,,,,Mergus serrator,rebmer,Species,770,,4.50,2,,1688,3000
619042816,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Denis Rivard,2024-05-04,2024,5,4,1354,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172040188,"",,,,,Melanerpes carolinus,rebwoo,Species,11199,,3.00,1,,1688,3000
619042677,Photo,Blackburnian Warbler,Setophaga fusca,,,Denis Rivard,2024-05-04,2024,5,4,1354,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172040188,"",,,,,Setophaga fusca,bkbwar,Species,34084,,.00,0,,1688,3000
619041625,Photo,Black-throated Blue Warbler,Setophaga caerulescens,,,Denis Rivard,2024-05-04,2024,5,4,1354,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172040188,"",,,,,Setophaga caerulescens,btbwar,Species,34141,,4.00,1,,1688,3000
619041378,Photo,Black-and-white Warbler,Mniotilta varia,,,Denis Rivard,2024-05-04,2024,5,4,1354,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172040188,"",,,,,Mniotilta varia,bawwar,Species,33962,,.00,0,,1688,3000
619041117,Photo,"Swainson's Thrush",Catharus ustulatus,,,Denis Rivard,2024-05-04,2024,5,4,1354,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S172040188,"",,,,,Catharus ustulatus,swathr,Species,28324,,5.00,2,,1688,3000
619040295,Photo,Great Horned Owl,Bubo virginianus,,,Denis Rivard,2024-05-04,2024,5,4,1041,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S172040237,"",,,,,Bubo virginianus,grhowl,Species,8910,,.00,0,,1688,3000
619040271,Photo,Prairie Warbler,Setophaga discolor,,,Denis Rivard,2024-05-03,2024,5,3,1857,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Park Orientation,41.9849356,-82.5479875,"",,Unspecified,false,false,,,,,,,S171782644,"",,,,Photo,Setophaga discolor,prawar,Species,34185,,.00,0,,1687,3000
619040199,Photo,Prairie Warbler,Setophaga discolor,,,Denis Rivard,2024-05-03,2024,5,3,1857,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Park Orientation,41.9849356,-82.5479875,"",,Unspecified,false,false,,,,,,,S171782644,"",,,,Photo,Setophaga discolor,prawar,Species,34185,,.00,0,,1687,3000
619040157,Photo,Nashville Warbler,Leiothlypis ruficapilla,,,Denis Rivard,2024-05-03,2024,5,3,1857,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Park Orientation,41.9849356,-82.5479875,"",,Unspecified,false,false,,,,,,,S171782644,"",,,,,Leiothlypis ruficapilla,naswar,Species,33981,,4.00,2,,1688,3000
619040148,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2024-05-03,2024,5,3,1857,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Park Orientation,41.9849356,-82.5479875,"",,Unspecified,false,false,,,,,,,S171782644,"",,,,,Setophaga palmarum,palwar,Species,34148,,3.00,1,,1688,3000
619040112,Photo,Hermit Thrush,Catharus guttatus,,,Denis Rivard,2024-05-03,2024,5,3,1727,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Northwest Beach,41.9696182,-82.5355364,"","",Unspecified,"","",,,,,,,S171766113,"",,,,,Catharus guttatus,herthr,Species,28333,,4.50,2,Watermark,1687,3000
619040089,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2024-05-03,2024,5,3,1727,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Northwest Beach,41.9696182,-82.5355364,"",,Unspecified,false,false,,,,,,,S171766113,"",,,,,Setophaga aestiva,yelwar1,Species,34087,,.00,0,,1688,3000
617182586,Photo,Northern Shoveler,Spatula clypeata,,,Denis Rivard,2024-04-08,2024,4,8,1445,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S167848167,"",,,,,Spatula clypeata,norsho,Species,501,,5.00,1,,1688,3000
617181900,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-04-10,2024,4,10,846,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S167991948,"",,,,,Anser caerulescens,snogoo,Species,267,,.00,0,,1688,3000
617181803,Photo,Cackling Goose,Branta hutchinsii,Anser caerulescens -- Snow Goose,,Denis Rivard,2024-04-10,2024,4,10,846,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,Adult – 1,,Unspecified,false,false,,,,,,,S167991948,"",,,,,Branta hutchinsii,cacgoo1,Species,331,,3.00,1,,1687,3000
617181801,Photo,Cackling Goose,Branta hutchinsii,Anser caerulescens -- Snow Goose,,Denis Rivard,2024-04-10,2024,4,10,846,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,Adult – 1,,Unspecified,false,false,,,,,,,S167991948,"",,,,,Branta hutchinsii,cacgoo1,Species,331,,4.50,2,,1688,3000
617181737,Photo,Greater White-fronted Goose,Anser albifrons,Anser caerulescens -- Snow Goose,,Denis Rivard,2024-04-10,2024,4,10,846,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,Adult – 1,,Unspecified,false,false,,,,,,,S167991948,"",,,Greater White-fronted Goose in a flock of snow geese.  ,In a flock of snow geese.  White front and orange bill separates it from bean-goose and pink footed giose.  Not the lesser white-fronted as there is no eyering.,Anser albifrons,gwfgoo,Species,287,,3.00,1,,1688,3000
617181738,Photo,Greater White-fronted Goose,Anser albifrons,Anser caerulescens -- Snow Goose,,Denis Rivard,2024-04-10,2024,4,10,846,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,Adult – 1,,Unspecified,false,false,,,,,,,S167991948,"",,,,In a flock of snow geese.  White front and orange bill separates it from bean-goose and pink footed giose.  Not the lesser white-fronted as there is no eyering.,Anser albifrons,gwfgoo,Species,287,,3.50,2,,1687,3000
616777230,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-04-01,2024,4,1,1031,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166801801,"",,,,,Anser caerulescens,snogoo,Species,267,,.00,0,,2000,3000
616776793,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-04-01,2024,4,1,1031,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166801801,"",,,,,Anser caerulescens,snogoo,Species,267,,.00,0,,1688,3000
616776599,Photo,Lesser Scaup,Aythya affinis,,,Denis Rivard,2024-04-01,2024,4,1,1031,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"Adult Female – 1; Adult Male – 4",,Unspecified,false,false,,,,,,,S166801801,"",,,,,Aythya affinis,lessca,Species,700,,3.50,2,,1688,3000
616776418,Photo,Northern Pintail,Anas acuta,,,Denis Rivard,2024-04-01,2024,4,1,1031,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166801801,"",,,,,Anas acuta,norpin,Species,594,,3.00,1,,1886,3352
616776080,Photo,American Wigeon,Mareca americana,,,Denis Rivard,2024-04-01,2024,4,1,1031,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166801801,"",,,,,Mareca americana,amewig,Species,517,,3.00,1,,1437,2155
616775275,Photo,Ring-billed Gull,Larus delawarensis,,,Denis Rivard,2024-03-31,2024,3,31,1601,Canada,CA-ON-PR,Ontario,Prescott and Russell,Ile du Chenail,45.6140074,-74.6010625,"",,Unspecified,false,false,,,,,,,S166837172,"",,,,,Larus delawarensis,ribgul,Species,6521,,.00,0,,1688,3000
616774155,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-03-31,2024,3,31,1328,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166675274,"",,,,Rough estimate 3000 to 5000.,Anser caerulescens,snogoo,Species,267,,.00,0,,2000,3000
616764862,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-03-31,2024,3,31,1328,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166675274,"",,,,Rough estimate 3000 to 5000.,Anser caerulescens,snogoo,Species,267,,.00,0,,1688,3000
616764772,Photo,Snow Goose,Anser caerulescens,,,Denis Rivard,2024-03-31,2024,3,31,1328,Canada,CA-ON-PR,Ontario,Prescott and Russell,Alfred Sewage Lagoons,45.5474162,-74.8568916,"",,Unspecified,false,false,,,,,,,S166675274,"",,,,Rough estimate 3000 to 5000.,Anser caerulescens,snogoo,Species,267,,.00,0,,2000,3000
612502929,Photo,Crimson-collared Tanager,Ramphocelus sanguinolentus,,,Denis Rivard,2023-12-14,2023,12,14,1229,Costa Rica,CR-A,Alajuela,,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,10.2221488,-84.1672550,"",,Unspecified,false,false,,,,,,,S156321954,"",,,,,Ramphocelus sanguinolentus,crctan1,Species,34793,,4.33,3,,1687,3000
612502835,Photo,Silver-throated Tanager,Tangara icterocephala,,,Denis Rivard,2023-12-14,2023,12,14,1229,Costa Rica,CR-A,Alajuela,,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,10.2221488,-84.1672550,"",,Unspecified,false,false,,,,,,,S156321954,"",,,,,Tangara icterocephala,sittan1,Species,35130,,5.00,2,,1688,3000
612502398,Photo,Scarlet-rumped Tanager,Ramphocelus passerinii,,,Denis Rivard,2023-12-13,2023,12,13,1028,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,Adult Female – 1,,Unspecified,false,false,,,,,,,S156251718,"",,,,,Ramphocelus passerinii,y00599,Species,34800,,5.00,2,,1688,3000
612502217,Photo,Buff-rumped Warbler,Myiothlypis fulvicauda,,,Denis Rivard,2023-12-13,2023,12,13,1028,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,"",,Unspecified,false,false,,,,,,,S156251718,"",,,,,Myiothlypis fulvicauda,burwar1,Species,34308,,3.67,3,,1688,3000
612501614,Photo,Cape May Warbler,Setophaga tigrina,,,Denis Rivard,2023-12-12,2023,12,12,955,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,Immature Female – 1,,Unspecified,false,false,,,,,,,S156197212,"",,,,,Setophaga tigrina,camwar,Species,34060,,3.50,2,,1688,3000
612501265,Photo,Montezuma Oropendola,Psarocolius montezuma,,,Denis Rivard,2023-12-12,2023,12,12,702,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,"",,Unspecified,false,false,,,,,,,S156193799,"",,,,,Psarocolius montezuma,monoro1,Species,33632,,4.50,2,,1688,3000
612501153,Photo,Gartered Violaceous Trogon,Trogon caligatus,,,Denis Rivard,2023-12-12,2023,12,12,702,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,"",,Unspecified,false,false,,,,,,,S156193799,"",,,,,Trogon caligatus,gartro1,Species,9543,,1.00,1,,1687,3000
612492715,Photo,Stripe-tailed Hummingbird,Eupherusa eximia,,,Denis Rivard,2023-12-10,2023,12,10,1021,Costa Rica,CR-P,Puntarenas,,Monteverde--Cloud Forest Lodge,10.3240558,-84.8159569,"",,Unspecified,false,false,,,,,,,S156088008,"",,,,,Eupherusa eximia,stthum1,Species,5015,,4.00,1,,1688,3000
612492357,Photo,Red-legged Honeycreeper,Cyanerpes cyaneus,,,Denis Rivard,2023-12-10,2023,12,10,1021,Costa Rica,CR-P,Puntarenas,,Monteverde--Cloud Forest Lodge,10.3240558,-84.8159569,"",,Unspecified,false,false,,,,,,,S156088008,"",,,,,Cyanerpes cyaneus,relhon1,Species,35174,,.00,0,,1688,3000
612492060,Photo,Yellowish Flycatcher,Empidonax flavescens,,,Denis Rivard,2023-12-10,2023,12,10,736,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,false,false,,,,,,,S156087840,"",,,,,Empidonax flavescens,yelfly1,Species,16984,,4.00,1,,1688,3000
612491394,Photo,Coppery-headed Emerald,Microchera cupreiceps,,,Denis Rivard,2023-12-10,2023,12,10,736,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,false,false,,,,,,,S156087840,"",,,,,Microchera cupreiceps,coheme1,Species,5008,,4.00,1,,1688,3000
612491045,Photo,Brown Jay,Cyanocorax morio,,,Denis Rivard,2023-12-10,2023,12,10,736,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,false,false,,,,,,,S156087840,"",,,,,Cyanocorax morio,brnjay,Species,21222,,.00,0,,1688,3000
612490913,Photo,Keel-billed Toucan,Ramphastos sulfuratus,,,Denis Rivard,2023-12-10,2023,12,10,736,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,false,false,,,,,,,S156087840,"",,,,,Ramphastos sulfuratus,kebtou1,Species,10936,,4.50,2,,1688,3000
612490738,Photo,Magenta-throated Woodstar,Philodice bryantae,,,Denis Rivard,2023-12-10,2023,12,10,736,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,false,false,,,,,,,S156087840,"",,,,,Philodice bryantae,matwoo1,Species,4794,,4.00,1,,1688,3000
612489718,Photo,Pale-billed Woodpecker,Campephilus guatemalensis,,,Denis Rivard,2023-12-06,2023,12,6,733,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,"",,Unspecified,false,false,,,,,,,S155838146,"",,,,,Campephilus guatemalensis,pabwoo1,Species,11562,,.00,0,,1688,3000
612489511,Photo,Scarlet Macaw,Ara macao,,,Denis Rivard,2023-12-05,2023,12,5,1613,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,"",,Unspecified,false,false,,,,,,,S155814295,"",,,,,Ara macao,scamac1,Species,13152,,2.00,1,,1688,3000
612489312,Photo,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,,,Denis Rivard,2023-12-05,2023,12,5,1613,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,"",,Unspecified,false,false,,,,,,,S155814295,"",,,,,Lepidocolaptes souleyetii,sthwoo1,Species,14921,,3.50,2,,1688,3000
